"quote_id","category_id","category_zh_hant","psychological_need_zh_hant","quote_direction_zh_hant","original_language","quote_original","quote_en","quote_zh_hant","author_en","author_zh_hant","speaker","source_title","source_location","source_url","source_text_url","original_publication_period","author_death","rights_jurisdiction","copyright_status","copyright_basis_zh","copyright_rule_url","author_or_text_evidence_url","translation_note","content_tags","editorial_notes","checked_date"
"HCQ0056","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","Camerado, I give you my hand! I give you my love more precious than money,","Camerado, I give you my hand! I give you my love more precious than money,","朋友，我向你伸出手，也把比金錢更珍貴的愛送給你。","Walt Whitman","華特・惠特曼","詩中抒情者","Leaves of Grass／《草葉集》","Song of the Open Road, 15","https://www.gutenberg.org/ebooks/1322","https://www.gutenberg.org/cache/epub/1322/pg1322.txt","1855–1892（多次增訂）","1892","Hong Kong","Public domain original — research assessment","原作者卒於1892年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/1322","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 文學／哲思","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。","2026-09-21"
"HCQ0159","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","If you tire, give me both burdens, and rest the chuff of your hand on my hip, And in due time you shall repay the same service to me,","If you tire, give me both burdens, and rest the chuff of your hand on my hip, And in due time you shall repay the same service to me,","你若累了，就把兩份行李都交給我，將手掌靠在我的腰旁歇一歇；到了合適的時候，你也可以這樣幫助我。","Walt Whitman","華特・惠特曼","詩中抒情者","Leaves of Grass／《草葉集》","Song of Myself, 46","https://www.gutenberg.org/ebooks/1322","https://www.gutenberg.org/cache/epub/1322/pg1322.txt","1855–1892（多次增訂）","1892","Hong Kong","Public domain original — research assessment","原作者卒於1892年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/1322","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 文學／哲思","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 互助的文學描寫；求助不以日後有能力回報為前提。","2026-09-21"
"HCQ0074","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","And what desert greater shall there be, than that which lies in the courage and the confidence, nay the charity, of receiving?","And what desert greater shall there be, than that which lies in the courage and the confidence, nay the charity, of receiving?","還有甚麼比願意接受時的勇氣、信任，甚至善意，更值得被珍惜？","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Giving","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0114","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","If he is indeed wise he does not bid you enter the house of his wisdom, but rather leads you to the threshold of your own mind.","If he is indeed wise he does not bid you enter the house of his wisdom, but rather leads you to the threshold of your own mind.","真正有智慧的老師，不會要你走進他的智慧之屋，而會帶你來到自己心靈的門前。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Teaching","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0007","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","Say not, “I have found the truth,” but rather, “I have found a truth.”","Say not, “I have found the truth,” but rather, “I have found a truth.”","別說「我找到了真理」，不妨說「我找到了一份真實」。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Self-Knowledge","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0064","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","The soul unfolds itself, like a lotus of countless petals.","The soul unfolds itself, like a lotus of countless petals.","心靈像一朵有無數花瓣的蓮花，慢慢舒展。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Self-Knowledge","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0157","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","For self is a sea boundless and measureless.","For self is a sea boundless and measureless.","自我是一片沒有邊界、無法量盡的海。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","On Self-Knowledge","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0168","C03","好擔心，個心定唔落嚟","安定、容納未知、回到當下","陪伴不確定，先看眼前可做的小事；不保證病情或未來一定好轉。","English","You are also as strong as your strongest link.","You are also as strong as your strongest link.","你也擁有自己最堅強的那一環的力量。","Kahlil Gibran","紀伯倫","Almustafa／阿爾穆斯塔法（作品人物）","The Prophet／《先知》","The Farewell","https://www.gutenberg.org/ebooks/58585","https://www.gutenberg.org/cache/epub/58585/pg58585.txt","1923","1931","Hong Kong","Public domain original — research assessment","原作者卒於1931年，已超過香港文學作品一般作者身後50年的保護期；只取歷史原文，不含現代譯文、編者註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/58585","英文保留來源摘句；繁體中文為2026-09-21獨立新譯，以香港讀者易讀的白話表達，未把護老者情境加進引文本身。","護老者; 文學陪伴; C03; 好擔心，個心定唔落嚟; 寓言散文詩; 靈性文學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 說話者為作品人物Almustafa，並非作者訪談。","2026-09-21"
"HCQ0163","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger;","So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger;","親愛的弟兄們，願每個人都快快地聽，慢慢地說，也慢慢動怒。","James (traditional attribution)","雅各（傳統歸屬）","雅各（傳統歸屬）","The Holy Bible — James／《聖經·雅各書》（World English Bible, engwebp）","James 1:19／雅各書 1:19","https://ebible.org/engwebp/JAS01.htm#V19","https://ebible.org/engwebp/JAS01.htm#V19","古代經文；World English Bible 2020 stable text edition（engwebp；2026-09-21核對）","古代作者；現代英譯依出版方公版聲明，不以譯者死亡年限判斷","Hong Kong","Public domain dedication — publisher statement; Hong Kong use assessment","古代聖經文本；所用World English Bible英譯由出版方明確獻予公有領域，並允許複製、分發、出售及引用；不是依賴現代譯者死亡年限。繁體中文為本次由此英譯新譯，並非WEB官方中文版。","https://ebible.org/engwebp/copyright.htm","https://ebible.org/engwebp/copyright.htm","原文及英文欄為World English Bible英譯，並非古代原語；繁體中文為2026-09-21獨立新譯，非WEB官方中文版。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 基督宗教; faith:christian","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0120","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","A gentle answer turns away wrath, but a harsh word stirs up anger.","A gentle answer turns away wrath, but a harsh word stirs up anger.","溫和的回答能平息怒氣，尖刻的話卻會挑起憤怒。","Ancient wisdom writers; collection traditionally associated with Solomon","古代智慧作者群（傳統與所羅門相關的合集）","古代智慧作者群（傳統與所羅門相關的合集）","The Holy Bible — Proverbs／《聖經·箴言》（World English Bible, engwebp）","Proverbs 15:1／箴言 15:1","https://ebible.org/engwebp/PRO15.htm#V1","https://ebible.org/engwebp/PRO15.htm#V1","古代經文；World English Bible 2020 stable text edition（engwebp；2026-09-21核對）","古代作者；現代英譯依出版方公版聲明，不以譯者死亡年限判斷","Hong Kong","Public domain dedication — publisher statement; Hong Kong use assessment","古代聖經文本；所用World English Bible英譯由出版方明確獻予公有領域，並允許複製、分發、出售及引用；不是依賴現代譯者死亡年限。繁體中文為本次由此英譯新譯，並非WEB官方中文版。","https://ebible.org/engwebp/copyright.htm","https://ebible.org/engwebp/copyright.htm","原文及英文欄為World English Bible英譯，並非古代原語；繁體中文為2026-09-21獨立新譯，非WEB官方中文版。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 基督宗教; faith:christian","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0016","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","One who is slow to anger is better than the mighty; one who rules his spirit, than he who takes a city.","One who is slow to anger is better than the mighty; one who rules his spirit, than he who takes a city.","不輕易動怒的人，勝過勇士；能安頓自己心緒的人，勝過攻下一座城的人。","Ancient wisdom writers; collection traditionally associated with Solomon","古代智慧作者群（傳統與所羅門相關的合集）","古代智慧作者群（傳統與所羅門相關的合集）","The Holy Bible — Proverbs／《聖經·箴言》（World English Bible, engwebp）","Proverbs 16:32／箴言 16:32","https://ebible.org/engwebp/PRO16.htm#V32","https://ebible.org/engwebp/PRO16.htm#V32","古代經文；World English Bible 2020 stable text edition（engwebp；2026-09-21核對）","古代作者；現代英譯依出版方公版聲明，不以譯者死亡年限判斷","Hong Kong","Public domain dedication — publisher statement; Hong Kong use assessment","古代聖經文本；所用World English Bible英譯由出版方明確獻予公有領域，並允許複製、分發、出售及引用；不是依賴現代譯者死亡年限。繁體中文為本次由此英譯新譯，並非WEB官方中文版。","https://ebible.org/engwebp/copyright.htm","https://ebible.org/engwebp/copyright.htm","原文及英文欄為World English Bible英譯，並非古代原語；繁體中文為2026-09-21獨立新譯，非WEB官方中文版。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 基督宗教; faith:christian","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。","2026-09-21"
"HCQ0073","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","For hatred does not cease by hatred at any time: hatred ceases by love, this is an old rule.","For hatred does not cease by hatred at any time: hatred ceases by love, this is an old rule.","怨恨從來不能止息怨恨；唯有愛能使怨恨止息，這是古老的道理。","Gautama Buddha (traditional attribution); F. Max Müller (English translator)","釋迦牟尼佛（傳統歸屬）；麥克斯・繆勒（英譯）","佛陀教導（《法句經》傳承記錄；非逐字歷史錄音）","Dhammapada／《法句經》（F. Max Müller英譯，Sacred Books of the East X, Part I）","Verse 5／第5偈","https://www.gutenberg.org/ebooks/2017","https://www.gutenberg.org/cache/epub/2017/pg2017.txt","古代巴利語經典；所用英譯刊於1881年","古代佛教傳承；英譯者F. Max Müller：1900年","Hong Kong","Public domain historical translation — research assessment","古代佛教經典；所用英譯者F. Max Müller卒於1900年，1881年英譯本已超過香港文學作品通常作者身後50年的保護期。只用歷史譯文，不取網站現代註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/2017","原文及英文欄為繆勒1881年歷史英譯，並非巴利語；繁體中文為2026-09-21依此英譯獨立新譯，非既有漢譯佛經。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 佛教; faith:buddhist","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0066","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","Let a man overcome anger by love, let him overcome evil by good; let him overcome the greedy by liberality, the liar by truth!","Let a man overcome anger by love, let him overcome evil by good; let him overcome the greedy by liberality, the liar by truth!","以愛化解憤怒，以善回應惡，以慷慨回應貪婪，以真誠回應謊言。","Gautama Buddha (traditional attribution); F. Max Müller (English translator)","釋迦牟尼佛（傳統歸屬）；麥克斯・繆勒（英譯）","佛陀教導（《法句經》傳承記錄；非逐字歷史錄音）","Dhammapada／《法句經》（F. Max Müller英譯，Sacred Books of the East X, Part I）","Verse 223／第223偈","https://www.gutenberg.org/ebooks/2017","https://www.gutenberg.org/cache/epub/2017/pg2017.txt","古代巴利語經典；所用英譯刊於1881年","古代佛教傳承；英譯者F. Max Müller：1900年","Hong Kong","Public domain historical translation — research assessment","古代佛教經典；所用英譯者F. Max Müller卒於1900年，1881年英譯本已超過香港文學作品通常作者身後50年的保護期。只用歷史譯文，不取網站現代註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/2017","原文及英文欄為繆勒1881年歷史英譯，並非巴利語；繁體中文為2026-09-21依此英譯獨立新譯，非既有漢譯佛經。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 佛教; faith:buddhist","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0156","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","Let us live happily then, not hating those who hate us! among men who hate us let us dwell free from hatred!","Let us live happily then, not hating those who hate us! among men who hate us let us dwell free from hatred!","讓我們快樂地生活，不以怨恨回應怨恨；即使身處敵意之中，也讓自己不被恨意困住。","Gautama Buddha (traditional attribution); F. Max Müller (English translator)","釋迦牟尼佛（傳統歸屬）；麥克斯・繆勒（英譯）","佛陀教導（《法句經》傳承記錄；非逐字歷史錄音）","Dhammapada／《法句經》（F. Max Müller英譯，Sacred Books of the East X, Part I）","Verse 197／第197偈","https://www.gutenberg.org/ebooks/2017","https://www.gutenberg.org/cache/epub/2017/pg2017.txt","古代巴利語經典；所用英譯刊於1881年","古代佛教傳承；英譯者F. Max Müller：1900年","Hong Kong","Public domain historical translation — research assessment","古代佛教經典；所用英譯者F. Max Müller卒於1900年，1881年英譯本已超過香港文學作品通常作者身後50年的保護期。只用歷史譯文，不取網站現代註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/2017","原文及英文欄為繆勒1881年歷史英譯，並非巴利語；繁體中文為2026-09-21依此英譯獨立新譯，非既有漢譯佛經。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 佛教; faith:buddhist","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0166","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","Victory breeds hatred, for the conquered is unhappy. He who has given up both victory and defeat, he, the contented, is happy.","Victory breeds hatred, for the conquered is unhappy. He who has given up both victory and defeat, he, the contented, is happy.","勝利容易生出怨恨，落敗的人也不快樂；放下非勝即敗的人，能在知足中得到安樂。","Gautama Buddha (traditional attribution); F. Max Müller (English translator)","釋迦牟尼佛（傳統歸屬）；麥克斯・繆勒（英譯）","佛陀教導（《法句經》傳承記錄；非逐字歷史錄音）","Dhammapada／《法句經》（F. Max Müller英譯，Sacred Books of the East X, Part I）","Verse 201／第201偈","https://www.gutenberg.org/ebooks/2017","https://www.gutenberg.org/cache/epub/2017/pg2017.txt","古代巴利語經典；所用英譯刊於1881年","古代佛教傳承；英譯者F. Max Müller：1900年","Hong Kong","Public domain historical translation — research assessment","古代佛教經典；所用英譯者F. Max Müller卒於1900年，1881年英譯本已超過香港文學作品通常作者身後50年的保護期。只用歷史譯文，不取網站現代註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/2017","原文及英文欄為繆勒1881年歷史英譯，並非巴利語；繁體中文為2026-09-21依此英譯獨立新譯，非既有漢譯佛經。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 佛教; faith:buddhist","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0055","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","He who holds back rising anger like a rolling chariot, him I call a real driver; other people are but holding the reins.","He who holds back rising anger like a rolling chariot, him I call a real driver; other people are but holding the reins.","能像駕馭奔馳的戰車般，穩住升起的怒氣，才是真正的駕駛者；其他人不過握着韁繩。","Gautama Buddha (traditional attribution); F. Max Müller (English translator)","釋迦牟尼佛（傳統歸屬）；麥克斯・繆勒（英譯）","佛陀教導（《法句經》傳承記錄；非逐字歷史錄音）","Dhammapada／《法句經》（F. Max Müller英譯，Sacred Books of the East X, Part I）","Verse 222／第222偈","https://www.gutenberg.org/ebooks/2017","https://www.gutenberg.org/cache/epub/2017/pg2017.txt","古代巴利語經典；所用英譯刊於1881年","古代佛教傳承；英譯者F. Max Müller：1900年","Hong Kong","Public domain historical translation — research assessment","古代佛教經典；所用英譯者F. Max Müller卒於1900年，1881年英譯本已超過香港文學作品通常作者身後50年的保護期。只用歷史譯文，不取網站現代註解或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://www.gutenberg.org/ebooks/2017","原文及英文欄為繆勒1881年歷史英譯，並非巴利語；繁體中文為2026-09-21依此英譯獨立新譯，非既有漢譯佛經。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 佛教; faith:buddhist","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0013","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","And be kind to one another, tender hearted, forgiving each other, just as God also in Christ forgave you.","And be kind to one another, tender hearted, forgiving each other, just as God also in Christ forgave you.","以善意相待，心存溫柔，彼此寬恕，就像上帝在基督裏寬恕了你們。","Paul (traditional attribution)","保羅（傳統歸屬）","保羅（傳統歸屬）","The Holy Bible — Ephesians／《聖經·以弗所書》（World English Bible, engwebp）","Ephesians 4:32／以弗所書 4:32","https://ebible.org/engwebp/EPH04.htm#V32","https://ebible.org/engwebp/EPH04.htm#V32","古代經文；World English Bible 2020 stable text edition（engwebp；2026-09-21核對）","古代作者；現代英譯依出版方公版聲明，不以譯者死亡年限判斷","Hong Kong","Public domain dedication — publisher statement; Hong Kong use assessment","古代聖經文本；所用World English Bible英譯由出版方明確獻予公有領域，並允許複製、分發、出售及引用；不是依賴現代譯者死亡年限。繁體中文為本次由此英譯新譯，並非WEB官方中文版。","https://ebible.org/engwebp/copyright.htm","https://ebible.org/engwebp/copyright.htm","原文及英文欄為World English Bible英譯，並非古代原語；繁體中文為2026-09-21獨立新譯，非WEB官方中文版。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 基督宗教; faith:christian","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0080","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","English（公版英譯來源；古代經文原語非英語）","If it is possible, as much as it is up to you, be at peace with all men.","If it is possible, as much as it is up to you, be at peace with all men.","只要情況容許，在你能做到的範圍內，與人和平相處。","Paul (traditional attribution)","保羅（傳統歸屬）","保羅（傳統歸屬）","The Holy Bible — Romans／《聖經·羅馬書》（World English Bible, engwebp）","Romans 12:18／羅馬書 12:18","https://ebible.org/engwebp/ROM12.htm#V18","https://ebible.org/engwebp/ROM12.htm#V18","古代經文；World English Bible 2020 stable text edition（engwebp；2026-09-21核對）","古代作者；現代英譯依出版方公版聲明，不以譯者死亡年限判斷","Hong Kong","Public domain dedication — publisher statement; Hong Kong use assessment","古代聖經文本；所用World English Bible英譯由出版方明確獻予公有領域，並允許複製、分發、出售及引用；不是依賴現代譯者死亡年限。繁體中文為本次由此英譯新譯，並非WEB官方中文版。","https://ebible.org/engwebp/copyright.htm","https://ebible.org/engwebp/copyright.htm","原文及英文欄為World English Bible英譯，並非古代原語；繁體中文為2026-09-21獨立新譯，非WEB官方中文版。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 基督宗教; faith:christian","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 宗教來源已標籤，宜依使用者意願顯示；不把信仰教導當成必須遵守的要求。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
"HCQ0041","C04","好忟，好易發脾氣","被理解、暫停、保護界線","先接住情緒，再留出回應空間；不要求忍受傷害或急於原諒。","文言中文","己所不欲，勿施於人。","Do not put upon others what you would not wish upon yourself.","自己不願承受的，也別加在別人身上。","Confucius (recorded in the Analects)","孔子（《論語》記錄）","孔子（《論語》記錄）","《論語》","衛靈公15.24","https://ctext.org/analects/wei-ling-gong","https://ctext.org/analects/wei-ling-gong","先秦傳世文本","公元前479年","Hong Kong","Public domain original — research assessment","先秦／漢代傳世古籍原文，歷史作者及文本年代已遠超一般版權期限；只取古文，不含網站現代譯注或版面。","https://www.ip.gov.hk/en/types-of-ip/copyright/duration-of-copyright/index.html","https://ctext.org/analects/wei-ling-gong","古文保留來源文字；繁體中文白話及英文均為2026-09-21獨立新譯。","護老者; 文學陪伴; C04; 好忟，好易發脾氣; 中國古典哲學","原文已與source_text_url所列文本核對，忽略排版空白及標點差異；保留摘句邊界。護老者情境配對屬編輯判斷，並非原作者的臨床建議。 不應用來責備憤怒、強迫寬恕或要求忍受虐待。","2026-09-21"
